EDAD,Básico,Pér. Org.,Muerte Acc,Muerte Acc Col,Invalidez,Otros,Certificados,Reaseguro
63," 2,661 ", -   , -   , -   , -   , -   , 1 ,Automático
77," 2,662 ", -   , -   , -   , -   , -   ,1,Automático
73," 2,669 ", -   , -   , -   , -   , -   ,1,Automático
38," 2,670 ", -   , -   , -   , -   , -   ,1,Automático
24," 2,691 ", -   , -   , -   , -   , -   ,1,Automático
37," 2,696 ", -   , -   , -   , -   , -   ,1,Automático
50," 2,703 ", -   , -   , -   , -   , -   ,1,Automático
38," 2,704 ", -   , -   , -   , -   , -   ,1,Automático
34," 2,704 ", -   , -   , -   , -   , -   ,1,Automático
49," 2,709 ", -   , -   , -   , -   , -   ,1,Automático
81," 2,711 ", -   , -   , -   , -   , -   ,1,Automático
49," 2,713 ", -   , -   , -   , -   , -   ,1,Automático
71," 2,714 ", -   , -   , -   , -   , -   ,1,Facultativo
51," 2,726 ", -   , -   , -   , -   , -   ,1,Facultativo
75," 2,731 ", -   , -   , -   , -   , -   ,1,Automático
46," 2,734 ", -   , -   , -   , -   , -   ,1,Automático
30," 2,739 ", -   , -   , -   , -   , -   ,1,Automático
28," 2,740 ", -   , -   , -   , -   , -   ,1,Automático
50," 2,740 ", -   , -   , -   , -   , -   ,1,Automático
34," 2,742 ", -   , -   , -   , -   , -   ,1,Automático
44," 2,745 ", -   , -   , -   , -   , -   ,1,Automático
52," 2,745 ", -   , -   , -   , -   , -   ,1,Automático
55," 2,747 ", -   , -   , -   , -   , -   ,1,Automático
62," 2,750 ", -   , -   , -   , -   , -   , 1 ,Automático
33," 2,751 ", -   , -   , -   , -   , -   ,1,Facultativo
41," 2,752 ", -   , -   , -   , -   , -   ,1,Automático
51," 2,759 ", -   , -   , -   , -   , -   ,1,Facultativo
26," 2,765 ", -   , -   , -   ," 2,765 ", -   ,1,Automático
50," 2,768 ", -   , -   , -   , -   , -   ,1,Facultativo
36," 2,770 ", -   , -   , -   ," 2,770 ", 647 ,1,Automático
29," 2,771 ", -   , -   , -   , -   , -   ,1,Automático
67," 2,772 ", -   , -   , -   , -   , -   ,1,Automático
39," 2,777 ", -   , -   , -   , -   , -   ,1,Automático
62," 2,778 ", -   , -   , -   , -   , -   , 1 ,Automático
23," 2,778 ", -   , -   , -   , -   , -   ,1,Automático
49," 2,782 ", -   , -   , -   , -   , -   ,2,Automático
48," 2,787 ", -   , -   , -   , -   , -   ,1,Facultativo
48," 2,792 ", -   , -   , -   , -   , -   ,1,Facultativo
52," 2,797 ", -   , -   , -   , -   , -   ,1,Automático
49," 2,816 ", -   , -   , -   , -   , -   ,1,Automático
38," 2,818 ", -   , -   , -   , -   , -   ,1,Automático
24," 2,824 ", -   , -   , -   , -   , -   ,1,Automático
35," 2,824 ", -   , -   , -   , -   , -   ,1,Automático
36," 2,824 ", -   , -   , -   , -   , -   ,1,Facultativo
47," 2,826 ", -   , -   , -   , -   , -   ,1,Automático
70," 2,829 ", -   , -   , -   , -   , -   ,1,Automático
31," 2,831 ", -   , -   , -   ," 2,831 ", -   ,1,Automático
72," 2,831 ", -   , -   , -   , -   , -   ,1,Automático
28," 2,832 ", -   , -   , -   , -   , -   ,1,Facultativo
47," 2,834 ", -   , -   , -   , -   , -   ,1,Facultativo
68," 2,845 ", -   , -   , -   , -   , -   ,1,Automático
40," 2,846 ", -   , -   , -   , -   , -   ,1,Automático
54," 2,852 ", -   , -   , -   , -   , -   ,1,Automático
63," 2,856 ", -   , -   , -   , -   , -   , 1 ,Automático
56," 2,857 ", -   , -   , -   , -   , -   ,1,Automático
57," 2,857 ", -   , -   , -   , -   , -   ,1,Automático
56," 2,861 ", -   , -   , -   , -   , -   ,1,Automático
65," 2,861 ", -   , -   , -   , -   , -   , 1 ,Automático
49," 2,861 ", -   , -   , -   , -   , -   ,1,Facultativo
56," 2,862 ", -   , -   , -   , -   , -   ,1,Facultativo
86," 2,865 ", -   , -   , -   , -   , -   ,1,Automático
41," 2,866 ", -   , -   , -   , -   , -   ,1,Automático
53," 2,868 ", -   , -   , -   , -   , -   ,1,Automático
60," 2,868 ", -   , -   , -   , -   , -   ,1,Facultativo
47," 2,868 ", -   , -   , -   , -   , -   ,1,Automático
65," 2,877 ", -   , -   , -   , -   , -   , 1 ,Automático
69," 2,877 ", -   , -   , -   , -   , -   ,1,Automático
58," 2,880 ", -   , -   , -   , -   , -   ,1,Automático
71," 2,881 ", -   , -   , -   , -   , -   ,1,Automático
69," 2,885 ", -   , -   , -   , -   , -   ,1,Facultativo
57," 2,886 ", -   , -   , -   , -   , -   ,1,Automático
72," 2,887 ", -   , -   , -   , -   , -   ,1,Automático
65," 2,887 ", -   , -   , -   , -   , -   ,1,Facultativo
50," 2,896 ", -   , -   , -   , -   , -   ,1,Automático
28," 2,904 ", -   , -   , -   , -   , -   ,1,Automático
44," 2,904 ", -   , -   , -   , -   , -   ,1,Automático
44," 2,909 ", -   , -   , -   , -   , -   ,1,Facultativo
80," 2,914 ", -   , -   , -   , -   , -   ,1,Automático
33," 2,918 ", -   , -   , -   , -   , -   ,1,Automático
51," 2,919 ", -   , -   , -   , -   , -   ,1,Automático
45," 2,931 ", -   , -   , -   , -   , -   ,1,Facultativo
57," 2,932 ", -   , -   , -   , -   , -   ,1,Automático
40," 2,937 ", -   , -   , -   ," 2,937 ", -   ,1,Automático
38," 2,947 ", -   , -   , -   , -   , -   ,1,Automático
64," 2,954 ", -   , -   , -   , -   , -   , 1 ,Automático
40," 2,956 ", -   , -   , -   , -   , -   ,1,Automático
68," 2,957 ", -   , -   , -   , -   , -   ,1,Facultativo
65," 2,961 ", -   , -   , -   , -   , -   , 1 ,Automático
46," 2,962 ", -   , -   , -   , -   , -   ,1,Automático
42," 2,964 ", -   , -   , -   ," 2,964 ", -   ,1,Automático
43," 2,970 ", -   , -   , -   , -   , -   ,1,Automático
75," 2,970 ", -   , -   , -   , -   , -   ,1,Automático
28," 2,973 ", -   , -   , -   , -   , -   ,1,Automático
54," 2,973 ", -   , -   , -   , -   , -   ,1,Automático
57," 2,979 ", -   , -   , -   , -   , -   ,1,Automático
41," 2,981 ", -   , -   , -   , -   , -   ,1,Automático
56," 2,985 ", -   , -   , -   , -   , -   ,1,Automático
36," 2,985 ", -   , -   , -   , -   , -   ,1,Facultativo
66," 2,995 ", -   , -   , -   , -   , -   , 1 ,Automático
58," 2,996 ", -   , -   , -   , -   , -   ,1,Automático
42," 2,996 ", -   , -   , -   , -   , -   ,1,Facultativo
43," 3,000 ", -   , -   , -   , -   , -   ,1,Automático
43," 3,001 ", -   , -   , -   , -   , -   ,1,Automático
45," 3,001 ", -   , -   , -   , -   , -   ,1,Automático
61," 3,011 ", -   , -   , -   , -   , -   ,1,Facultativo
56," 3,019 ", -   , -   , -   , -   , -   ,1,Automático
49," 3,024 ", -   , -   , -   , -   , -   ,1,Automático
62," 3,028 ", -   , -   , -   , -   , -   , 1 ,Automático
44," 3,030 ", -   , -   , -   , -   , -   ,1,Automático
33," 3,033 ", -   , -   , -   , -   , -   ,1,Automático
50," 3,038 ", -   , -   , -   , -   , -   ,1,Automático
63," 3,039 ", -   , -   , -   , -   , -   , 1 ,Automático
34," 3,042 ", -   , -   , -   , -   , -   ,1,Automático
25," 3,043 ", -   , -   , -   ," 3,043 ", -   ,1,Automático
40," 3,048 ", -   , -   , -   , -   , -   ,1,Automático
52," 3,049 ", -   , -   , -   , -   , -   ,1,Facultativo
41," 3,057 ", -   , -   , -   , -   , -   ,1,Automático
37," 3,062 ", -   , -   , -   , -   , -   ,1,Automático
46," 3,068 ", -   , -   , -   , -   , -   ,1,Automático
39," 3,079 ", -   , -   , -   , -   , -   ,1,Facultativo
50," 3,079 ", -   , -   , -   , -   , -   ,1,Facultativo
41," 3,092 ", -   , -   , -   , -   , -   ,1,Automático
29," 3,093 ", -   , -   , -   ," 3,093 ", -   ,1,Automático
48," 3,096 ", -   , -   , -   ," 3,096 ", -   ,1,Automático
49," 3,107 ", -   , -   , -   , -   , -   ,1,Automático
48," 3,116 ", -   , -   , -   , -   , -   ,1,Facultativo
80," 3,128 ", -   , -   , -   , -   , -   ,1,Automático
60," 3,131 ", -   , -   , -   , -   , -   ,1,Automático
35," 3,136 ", -   , -   , -   , -   ," 3,136 ",1,Automático
33," 3,139 ", -   , -   , -   , -   , -   ,1,Automático
65," 3,140 ", -   , -   , -   , -   , -   , 1 ,Automático
36," 3,148 ", -   , -   , -   , -   , -   ,1,Facultativo
39," 3,149 ", -   , -   , -   , -   , -   ,1,Automático
47," 3,149 ", -   , -   , -   , -   , -   ,1,Automático
56," 3,149 ", -   , -   , -   , -   , -   ,1,Automático
62," 3,150 ", -   , -   , -   , -   , -   ,1,Facultativo
20," 3,152 ", -   , -   , -   , -   , -   ,1,Automático
42," 3,153 ", -   , -   , -   , -   , -   ,1,Automático
32," 3,156 ", -   , -   , -   , -   , -   ,1,Automático
61," 3,158 ", -   , -   , -   , -   , -   ,1,Automático
51," 3,159 ", -   , -   , -   , -   , -   ,1,Facultativo
42," 3,162 ", -   , -   , -   , -   , -   ,1,Automático
55," 3,162 ", -   , -   , -   , -   , -   ,1,Automático
45," 3,162 ", -   , -   , -   , -   , -   ,1,Facultativo
69," 3,162 ", -   , -   , -   , -   , -   ,1,Automático
30," 3,164 ", -   , -   , -   , -   , -   ,1,Facultativo
36," 3,174 ", -   , -   , -   , -   , -   ,1,Facultativo
31," 3,177 ", -   , -   , -   , -   , -   ,1,Automático
40," 3,178 ", -   , -   , -   , -   , -   ,1,Automático
49," 3,179 ", -   , -   , -   , -   , -   ,1,Automático
55," 3,184 ", -   , -   , -   , -   , -   ,2,Facultativo
62," 3,192 ", -   , -   , -   , -   , -   , 1 ,Automático
61," 3,195 ", -   , -   , -   , -   , -   ,1,Automático
35," 3,198 ", -   , -   , -   , -   , -   ,1,Automático
52," 3,204 ", -   , -   , -   , -   , -   ,1,Automático
45," 3,214 ", -   , -   , -   , -   , -   ,1,Facultativo
45," 3,219 ", -   , -   , -   ," 3,219 ", -   ,1,Automático
58," 3,235 ", -   , -   , -   , -   , -   ,1,Automático
24," 3,237 ", -   , -   , -   , -   , -   ,1,Automático
34," 3,239 ", -   , -   , -   , -   , -   ,1,Automático
43," 3,242 ", -   , -   , -   , -   , -   ,1,Automático
64," 3,247 ", -   , -   , -   , -   , -   , 1 ,Automático
53," 3,250 ", -   , -   , -   , -   , -   ,1,Automático
45," 3,250 ", -   , -   , -   , -   , -   ,1,Facultativo
57," 3,250 ", -   , -   , -   , -   , -   ,1,Facultativo
62," 3,259 ", -   , -   , -   , -   , -   , 1 ,Automático
41," 3,259 ", -   , -   , -   , -   , -   ,1,Automático
27," 3,279 ", -   , -   , -   , -   , -   ,1,Automático
32," 3,280 ", -   , -   , -   , -   , -   ,1,Automático
72," 3,282 ", -   , -   , -   , -   , -   ,1,Automático
26," 3,285 ", -   , -   , -   , -   , -   ,1,Automático
58," 3,293 ", -   , -   , -   , -   , -   ,2,Automático
67," 3,303 ", -   , -   , -   , -   , -   ,1,Automático
43," 3,311 ", -   , -   , -   , -   , -   ,1,Automático
32," 3,315 ", -   , -   , -   ," 3,315 ", -   ,1,Automático
63," 3,318 ", -   , -   , -   , -   , -   ,1,Facultativo
51," 3,323 ", -   , -   , -   , -   , -   ,1,Automático
41," 3,324 ", -   , -   , -   , -   , -   ,1,Automático
44," 3,324 ", -   , -   , -   , -   , -   ,1,Facultativo
31," 3,325 ", -   , -   , -   , -   , -   ,2,Automático
30," 3,327 ", -   , -   , -   , -   , -   ,1,Automático
50," 3,332 ", -   , -   , -   , -   , -   ,1,Automático
50," 3,337 ", -   , -   , -   ," 3,337 ", 871 ,1,Automático
26," 3,339 ", -   , -   , -   , -   , -   ,1,Automático
40," 3,342 ", -   , -   , -   , -   , -   ,1,Facultativo
43," 3,342 ", -   , -   , -   , -   , -   ,1,Facultativo
40," 3,344 ", -   , -   , -   , -   , -   ,1,Automático
65," 3,345 ", -   , -   , -   , -   , -   , 1 ,Automático
64," 3,347 ", -   , -   , -   , -   , -   , 1 ,Automático
41," 3,350 ", -   , -   , -   , -   , -   ,1,Automático
41," 3,350 ", -   , -   , -   , -   , -   ,1,Automático
52," 3,354 ", -   , -   , -   , -   , -   ,2,Automático
32," 3,360 ", -   , -   , -   ," 3,360 ", -   ,1,Automático
39," 3,365 ", -   , -   , -   , -   , -   ,1,Automático
47," 3,365 ", -   , -   , -   , -   , -   ,1,Automático
28," 3,366 ", -   , -   , -   , -   , -   ,1,Automático
33," 3,366 ", -   , -   , -   , -   , -   ,2,Automático
69," 3,369 ", -   , -   , -   , -   , -   ,1,Automático
45," 3,374 ", -   , -   , -   , -   , -   ,1,Automático
56," 3,379 ", -   , -   , -   , -   , -   ,1,Facultativo
34," 3,387 ", -   , -   , -   , -   , -   ,1,Automático
57," 3,388 ", -   , -   , -   , -   , -   ,1,Facultativo
50," 3,389 ", -   , -   , -   , -   , -   ,1,Automático
50," 3,398 ", -   , -   , -   ," 3,398 ", -   ,1,Automático
76," 3,403 ", -   , -   , -   , -   , -   ,1,Automático
25," 3,407 ", -   , -   , -   , -   , -   ,1,Automático
32," 3,408 ", -   , -   , -   , -   , -   ,1,Automático
61," 3,413 ", -   , -   , -   , -   , -   ,1,Facultativo
38," 3,414 ", -   , -   , -   , -   , -   ,1,Automático
53," 3,416 ", -   , -   , -   , -   , -   ,1,Automático
39," 3,420 ", -   , -   , -   , -   , -   ,1,Facultativo
54," 3,421 ", -   , -   , -   ," 3,421 ", -   ,1,Automático
25," 3,422 ", -   , -   , -   , -   , -   ,1,Automático
60," 3,425 ", -   , -   , -   , -   , -   ,1,Automático
67," 3,428 ", -   , -   , -   , -   , -   ,1,Automático
44," 3,430 ", -   , -   , -   , -   , -   ,1,Automático
49," 3,430 ", -   , -   , -   , -   , -   ,1,Automático
40," 3,436 ", -   , -   , -   , -   , -   ,1,Automático
57," 3,440 ", -   , -   , -   , -   , -   ,1,Automático
48," 3,444 ", -   , -   , -   , -   , -   ,1,Automático
61," 3,452 ", -   , -   , -   , -   , -   ,1,Automático
31," 3,454 ", -   , -   , -   , -   , -   ,1,Automático
37," 3,460 ", -   , -   , -   , -   , -   ,1,Automático
41," 3,461 ", -   , -   , -   , -   , -   ,1,Automático
26," 3,469 ", -   , -   , -   ," 3,469 ", -   ,1,Automático
42," 3,479 ", -   , -   , -   , -   , -   ,1,Automático
21," 3,480 ", -   , -   , -   , -   , -   ,1,Automático
26," 3,481 ", -   , -   , -   , -   , -   ,1,Automático
66," 3,482 ", -   , -   , -   , -   , -   , 1 ,Automático
44," 3,482 ", -   , -   , -   , -   , -   ,1,Facultativo
49," 3,484 ", -   , -   , -   , -   , -   ,1,Automático
60," 3,488 ", -   , -   , -   , -   , -   ,1,Automático
50," 3,489 ", -   , -   , -   , -   , -   ,1,Automático
49," 3,490 ", -   , -   , -   , -   , -   ,1,Automático
38," 3,490 ", -   , -   , -   , -   , -   ,1,Automático
32," 3,496 ", -   , -   , -   , -   , -   ,1,Automático
32," 3,499 ", -   , -   , -   , -   , -   ,1,Automático
59," 3,500 ", -   , -   , -   , -   , -   ,1,Automático
64," 3,502 ", -   , -   , -   , -   , -   , 1 ,Automático
56," 3,505 ", -   , -   , -   ," 3,505 ", -   ,1,Automático
35," 3,506 ", -   , -   , -   ," 3,506 ", -   ,1,Automático
37," 3,514 ", -   , -   , -   , -   , -   ,1,Automático
59," 3,515 ", -   , -   , -   , -   , -   ,1,Automático
41," 3,519 ", -   , -   , -   , -   , -   ,1,Facultativo
44," 3,520 ", -   , -   , -   , -   , -   ,1,Automático
37," 3,527 ", -   , -   , -   , -   , -   ,1,Automático
24," 3,529 ", -   , -   , -   ," 3,529 ", -   ,1,Automático
36," 3,530 ", -   , -   , -   , -   , -   ,1,Automático
66," 3,530 ", -   , -   , -   , -   , -   , 1 ,Automático
68," 3,536 ", -   , -   , -   , -   , -   ,1,Automático
29," 3,538 ", -   , -   , -   , -   , -   ,1,Automático
26," 3,542 ", -   , -   , -   ," 3,542 ", -   ,1,Automático
41," 3,542 ", -   , -   , -   , -   , -   ,1,Automático
51," 3,544 ", -   , -   , -   , -   , -   ,1,Automático
30," 3,559 ", -   , -   , -   , -   , -   ,1,Automático
37," 3,565 ", -   , -   , -   , -   , -   ,1,Automático
45," 3,565 ", -   , -   , -   , -   , -   ,1,Automático
30," 3,567 ", -   , -   , -   , -   , -   ,1,Automático
64," 3,570 ", -   , -   , -   , -   , -   , 1 ,Automático
48," 3,570 ", -   , -   , -   , -   , -   ,1,Facultativo
57," 3,579 ", -   , -   , -   , -   , -   ,1,Automático
42," 3,582 ", -   , -   , -   , -   , -   ,1,Automático
42," 3,583 ", -   , -   , -   , -   , -   ,1,Automático
24," 3,583 ", -   , -   , -   , -   , -   ,1,Automático
47," 3,589 ", -   , -   , -   , -   , -   ,1,Automático
36," 3,594 ", -   , -   , -   , -   , -   ,1,Facultativo
67," 3,595 ", -   , -   , -   , -   , -   ,1,Automático
39," 3,596 ", -   , -   , -   , -   , -   ,1,Facultativo
40," 3,599 ", -   , -   , -   , -   , -   ,1,Automático
45," 3,600 ", -   , -   , -   , -   , -   ,1,Automático
46," 3,602 ", -   , -   , -   , -   , -   ,1,Automático
42," 3,603 ", -   , -   , -   , -   , -   ,1,Automático
65," 3,606 ", -   , -   , -   , -   , -   , 1 ,Automático
57," 3,608 ", -   , -   , -   , -   , -   ,1,Automático
41," 3,608 ", -   , -   , -   ," 3,608 ", -   ,1,Automático
32," 3,611 ", -   , -   , -   , -   , -   ,1,Automático
55," 3,615 ", -   , -   , -   , -   , -   ,1,Automático
50," 3,617 ", -   , -   , -   , -   , -   ,1,Automático
31," 3,619 ", -   , -   , -   ," 3,619 ", -   ,1,Automático
33," 3,622 ", -   , -   , -   , -   , -   ,1,Automático
43," 3,630 ", -   , -   , -   , -   , -   ,1,Automático
33," 3,639 ", -   , -   , -   , -   , -   ,1,Automático
33," 3,642 ", -   , -   , -   , -   , -   ,1,Automático
29," 3,644 ", -   , -   , -   , -   , -   ,1,Automático
49," 3,644 ", -   , -   , -   , -   , -   ,1,Facultativo
45," 3,648 ", -   , -   , -   , -   , -   ,1,Automático
48," 3,653 ", -   , -   , -   , -   , -   ,1,Automático
30," 3,653 ", -   , -   , -   , -   , -   ,1,Automático
66," 3,656 ", -   , -   , -   , -   , -   , 1 ,Automático
61," 3,657 ", -   , -   , -   , -   , -   ,1,Automático
78," 3,664 ", -   , -   , -   ," 3,664 ", -   ,1,Automático
21," 3,665 ", -   , -   , -   , -   , -   ,1,Automático
25," 3,667 ", -   , -   , -   , -   , -   ,1,Automático
28," 3,667 ", -   , -   , -   , -   , -   ,1,Automático
39," 3,669 ", -   , -   , -   , -   , -   ,1,Automático
43," 3,676 ", -   , -   , -   , -   , -   ,1,Facultativo
41," 3,680 ", -   , -   , -   , -   , -   ,1,Automático
78," 3,681 ", -   , -   , -   , -   , -   , 1 ,Facultativo
52," 3,696 ", -   , -   , -   , -   , -   ,1,Automático
51," 3,710 ", -   , -   , -   ," 3,710 ", -   ,1,Automático
54," 3,710 ", -   , -   , -   ," 3,710 ", -   ,1,Automático
56," 3,715 ", -   , -   , -   ," 3,715 ", -   ,1,Automático
34," 3,715 ", -   , -   , -   , -   , -   ,1,Facultativo
54," 3,717 ", -   , -   , -   , -   , -   ,1,Automático
77," 3,717 ", -   , -   , -   ," 3,717 ", -   ,1,Automático
52," 3,722 ", -   , -   , -   , -   , -   ,1,Automático
52," 3,726 ", -   , -   , -   , -   , -   ,1,Automático
64," 3,726 ", -   , -   , -   , -   , -   , 1 ,Automático
45," 3,730 ", -   , -   , -   , -   , -   ,1,Automático
31," 3,732 ", -   , -   , -   , -   , -   ,1,Automático
51," 3,733 ", -   , -   , -   , -   , -   ,1,Facultativo
49," 3,735 ", -   , -   , -   , -   , -   ,1,Automático
49," 3,736 ", -   , -   , -   , -   , -   ,1,Automático
62," 3,736 ", -   , -   , -   , -   , -   ,1,Facultativo
38," 3,742 ", -   , -   , -   , -   , -   ,1,Facultativo
62," 3,748 ", -   , -   , -   , -   , -   , 1 ,Automático
28," 3,749 ", -   , -   , -   , -   , -   ,1,Automático
66," 3,750 ", -   , -   , -   , -   , -   , 1 ,Automático
28," 3,752 ", -   , -   , -   , -   , -   ,1,Automático
62," 3,752 ", -   , -   , -   , -   , -   , 1 ,Automático
35," 3,761 ", -   , -   , -   , -   , -   ,1,Automático
44," 3,761 ", -   , -   , -   , -   , -   ,1,Automático
35," 3,764 ", -   , -   , -   , -   , -   ,1,Facultativo
29," 3,764 ", -   , -   , -   , -   , -   ,1,Automático
35," 3,766 ", -   , -   , -   , -   , -   ,1,Automático
58," 3,767 ", -   , -   , -   , -   , -   ,1,Automático
60," 3,768 ", -   , -   , -   , -   , -   ,1,Facultativo
32," 3,775 ", -   , -   , -   , -   , -   ,1,Facultativo
37," 3,782 ", -   , -   , -   , -   , -   ,1,Automático
55," 3,784 ", -   , -   , -   , -   , -   ,1,Automático
39," 3,784 ", -   , -   , -   , -   , -   ,1,Automático
52," 3,788 ", -   , -   , -   , -   , -   ,1,Automático
37," 3,789 ", -   , -   , -   , -   , -   ,1,Facultativo
46," 3,789 ", -   , -   , -   , -   , -   ,1,Automático
51," 3,796 ", -   , -   , -   , -   , -   ,2494,Automático
56," 3,796 ", -   , -   , -   , -   , -   ,1892,Automático
72," 3,796 ", -   , -   , -   , -   , -   ,434,Automático
52," 3,803 ", -   , -   , -   ," 3,803 ", -   ,1,Automático
47," 3,806 ", -   , -   , -   , -   , -   ,1,Automático
33," 3,807 ", -   , -   , -   , -   , -   ,1,Automático
27," 3,808 ", -   , -   , -   , -   , -   ,1,Automático
23," 3,809 ", -   , -   , -   , -   , -   ,1,Automático
38," 3,810 ", -   , -   , -   , -   , -   ,1,Automático
48," 3,813 ", -   , -   , -   , -   , -   ,1,Automático
56," 3,816 ", -   , -   , -   , -   , -   ,1,Automático
55," 3,823 ", -   , -   , -   , -   , -   ,1,Facultativo
86," 3,829 ", -   , -   , -   , -   , -   ,1,Automático
59," 3,830 ", -   , -   , -   , -   , -   ,1,Automático
54," 3,834 ", -   , -   , -   ," 3,834 ", -   ,1,Automático
41," 3,835 ", -   , -   , -   , -   , -   ,1,Automático
42," 3,837 ", -   , -   , -   , -   , -   ,1,Facultativo
60," 3,837 ", -   , -   , -   , -   , -   ,1,Automático
60," 3,838 ", -   , -   , -   , -   , -   ,1,Automático
58," 3,839 ", -   , -   , -   , -   , -   ,1,Facultativo
47," 3,845 ", -   , -   , -   , -   , -   ,1,Facultativo
30," 3,850 ", -   , -   , -   , -   , 250 ,1,Automático
38," 3,856 ", -   , -   , -   , -   , -   ,1,Automático
64," 3,861 ", -   , -   , -   , -   , -   , 1 ,Automático
53," 3,868 ", -   , -   , -   , -   , -   ,1,Automático
78," 3,868 ", -   , -   , -   , -   , -   ,1,Automático
59," 3,876 ", -   , -   , -   , -   , -   ,1,Automático
53," 3,884 ", -   , -   , -   , -   , -   ,1,Facultativo
66," 3,887 ", -   , -   , -   , -   , -   , 1 ,Automático
54," 3,892 ", -   , -   , -   , -   , -   ,1,Automático
50," 3,894 ", -   , -   , -   , -   , -   ,1,Facultativo
65," 3,906 ", -   , -   , -   , -   , -   , 1 ,Automático
36," 3,919 ", -   , -   , -   , -   , -   ,1,Automático
47," 3,920 ", -   , -   , -   ," 3,920 "," 2,013 ",1,Automático
62," 3,920 ", -   , -   , -   , -   , -   , 1 ,Automático
45," 3,922 ", -   , -   , -   , -   , -   ,1,Automático
44," 3,928 ", -   , -   , -   ," 3,928 ", -   ,1,Automático
40," 3,932 ", -   , -   , -   , -   , -   ,1,Facultativo
48," 3,935 ", -   , -   , -   , -   , -   ,1,Automático
34," 3,935 ", -   , -   , -   , -   , -   ,1,Facultativo
61," 3,941 ", -   , -   , -   , -   , -   ,1,Facultativo
51," 3,945 ", -   , -   , -   , -   , -   ,1,Automático
59," 3,950 ", -   , -   , -   , -   , -   ,1,Automático
57," 3,954 ", -   , -   , -   , -   , -   ,1,Automático
61," 3,957 ", -   , -   , -   , -   , -   ,1,Automático
53," 3,961 ", -   , -   , -   , -   , -   ,1,Automático
32," 3,964 ", -   , -   , -   ," 3,964 "," 1,817 ",1,Automático
46," 3,976 ", -   , -   , -   , -   , -   ,1,Automático
68," 3,976 ", -   , -   , -   , -   , -   ,1,Automático
66," 3,979 ", -   , -   , -   , -   , -   , 1 ,Automático
35," 3,982 ", -   , -   , -   , -   , -   ,1,Automático
37," 3,983 ", -   , -   , -   , -   , -   ,1,Facultativo
47," 3,994 ", -   , -   , -   ," 3,994 ", -   ,1,Automático
45," 3,997 ", -   , -   , -   , -   , -   ,1,Automático
72," 3,999 ", -   , -   , -   , -   , -   ,1,Automático
55," 4,000 ", -   , -   , -   , -   , -   ,4,Automático
26," 4,004 ", -   , -   , -   , -   , -   ,1,Automático
74," 4,007 ", -   , -   , -   , -   , -   , 1 ,Facultativo
27," 4,014 ", -   , -   , -   , -   , -   ,1,Automático
38," 4,026 ", -   , -   , -   , -   , -   ,1,Facultativo
59," 4,028 ", -   , -   , -   , -   , -   ,1,Automático
62," 4,029 ", -   , -   , -   , -   , -   ,1,Facultativo
28," 4,032 ", -   , -   , -   ," 4,032 ", -   ,1,Automático
54," 4,034 ", -   , -   , -   , -   , -   ,1,Automático
34," 4,050 ", -   , -   , -   , -   , -   ,1,Automático
43," 4,050 ", -   , -   , -   , -   , -   ,2,Automático
29," 4,053 ", -   , -   , -   ," 4,053 ", -   ,1,Automático
45," 4,054 ", -   , -   , -   , -   , -   ,1,Automático
58," 4,054 ", -   , -   , -   ," 4,054 ", -   ,1,Automático
36," 4,059 ", -   , -   , -   , -   , -   ,1,Automático
52," 4,059 ", -   , -   , -   , -   , -   ,1,Automático
60," 4,076 ", -   , -   , -   , -   , -   ,1,Automático
28," 4,077 ", -   , -   , -   , -   , -   ,1,Automático
63," 4,080 ", -   , -   , -   , -   , -   , 1 ,Automático
57," 4,085 ", -   , -   , -   , -   , -   ,1,Automático
69," 4,091 ", -   , -   , -   , -   , -   ,1,Automático
46," 4,102 ", -   , -   , -   , -   , -   ,1,Facultativo
32," 4,109 ", -   , -   , -   , -   , -   ,1,Automático
31," 4,113 ", -   , -   , -   ," 4,113 ", -   ,1,Automático
44," 4,113 ", -   , -   , -   , -   , -   ,1,Facultativo
65," 4,116 ", -   , -   , -   , -   , -   , 1 ,Automático
41," 4,117 ", -   , -   , -   , -   , -   ,1,Automático
61," 4,118 ", -   , -   , -   , -   , -   ,1,Facultativo
39," 4,122 ", -   , -   , -   , -   , -   ,1,Automático
48," 4,127 ", -   , -   , -   , -   , -   ,1,Facultativo
48," 4,131 ", -   , -   , -   , -   , -   ,1,Automático
47," 4,131 ", -   , -   , -   , -   , -   ,1,Automático
29," 4,135 ", -   , -   , -   , -   , -   ,1,Automático
44," 4,138 ", -   , -   , -   , -   , -   ,1,Automático
63," 4,141 ", -   , -   , -   , -   , -   ,1,Facultativo
77," 4,146 ", -   , -   , -   , -   , -   ,1,Automático
47," 4,146 ", -   , -   , -   , -   , -   ,1,Automático
62," 4,149 ", -   , -   , -   , -   , -   , 1 ,Automático
46," 4,165 ", -   , -   , -   , -   , -   ,1,Automático
42," 4,166 ", -   , -   , -   , -   , -   ,1,Facultativo
59," 4,168 ", -   , -   , -   , -   , -   ,1,Facultativo
37," 4,170 ", -   , -   , -   , -   , -   ,1,Automático
50," 4,171 ", -   , -   , -   , -   , -   ,1,Automático
56," 4,200 ", -   , -   , -   , -   , -   ,1,Automático
29," 4,203 ", -   , -   , -   , -   , -   ,1,Automático
78," 4,203 ", -   , -   , -   , -   , -   ,1,Automático
41," 4,206 ", -   , -   , -   , -   , -   ,1,Automático
