EDAD,Básico,Pér. Org.,Muerte Acc,Muerte Acc Col,Invalidez,Otros,Certificados,Reaseguro
26," 336,000 ", -   ," 336,000 ", -   , -   , -   ,1,Automático
27," 336,000 ", -   ," 336,000 ", -   ," 336,000 "," 40,000 ",1,Automático
58," 336,000 ", -   ," 336,000 "," 336,000 "," 336,000 ", -   ,1,Automático
33," 336,471 ", -   ," 336,471 ", -   ," 336,471 ", -   ,1,Automático
50," 336,718 ", -   , -   , -   , -   , -   ,1,Automático
43," 336,768 ", -   ," 336,768 ", -   , -   ," 10,000 ",1,Automático
52," 336,831 ", -   , -   , -   , -   , -   ,1,Automático
28," 337,000 ", -   ," 312,000 ", -   , -   , -   ,1,Automático
35," 337,639 ", -   ," 337,639 ", -   ," 337,639 ", -   ,1,Automático
59," 338,883 ", -   ," 321,383 ", -   ," 321,383 ", -   ,1,Automático
32," 338,985 ", -   ," 338,985 ", -   ," 338,985 ", -   ,1,Automático
51," 340,000 ", -   , -   , -   , -   , -   ,1,Automático
33," 340,770 ", -   ," 340,770 ", -   ," 340,770 ", -   ,1,Automático
35," 342,112 ", -   ," 342,112 ", -   ," 342,112 ", -   ,1,Automático
29," 342,196 ", -   ," 342,196 ", -   ," 342,196 ", -   ,1,Automático
38," 342,644 ", -   ," 327,644 ", -   ," 327,644 ", -   ,1,Automático
40," 343,438 ", -   ," 343,438 ", -   ," 343,438 ", -   ,1,Automático
36," 343,910 ", -   ," 343,910 "," 343,910 "," 343,910 ", -   ,2,Automático
54," 344,350 ", -   ," 344,350 ", -   ," 344,350 ", -   ,1,Automático
54," 344,400 ", -   ," 344,400 "," 344,400 "," 344,400 ", -   ,1,Automático
39," 344,974 ", -   ," 334,974 ", -   ," 334,974 ", -   ,1,Automático
45," 345,510 ", -   , -   , -   , -   , -   ,1,Automático
37," 345,600 ", -   ," 345,600 "," 345,600 "," 345,600 ", -   ,1,Automático
27," 346,032 ", -   , -   , -   ," 346,032 ", -   ,1,Automático
40," 346,566 ", -   ," 346,566 ", -   ," 346,566 "," 6,000 ",1,Facultativo
43," 346,566 ", -   ," 346,566 ", -   ," 346,566 "," 6,000 ",1,Facultativo
33," 346,955 ", -   ," 346,955 ", -   ," 346,955 ", -   ,1,Automático
58," 348,042 ", -   , -   , -   ," 348,042 ", -   ,1,Automático
29," 348,276 ", -   ," 333,276 ", -   ," 333,276 ", -   ,1,Automático
40," 348,318 ", -   ," 348,318 "," 348,318 "," 348,318 ", -   ,1,Automático
57," 348,840 ", -   , -   , -   , -   , -   ,1,Automático
40," 349,065 ", -   , -   , -   ," 349,065 ", -   ,1,Automático
37," 349,401 ", -   ," 349,401 ", -   ," 349,401 "," 12,500 ",1,Automático
42," 349,659 ", -   , -   , -   ," 349,659 ", -   ,1,Automático
41," 350,000 ", -   ," 350,000 ", -   , -   ," 25,000 ",2,Automático
69," 350,527 ", -   , -   , -   , -   ," 350,527 ", 1 ,Retención
27," 350,550 ", -   ," 350,550 ", -   ," 350,550 ", -   ,1,Automático
47," 351,401 ", -   ," 351,401 ", -   ," 351,401 ", -   ,1,Automático
36," 351,621 ", -   ," 341,621 ", -   ," 341,621 ", -   ,1,Automático
54," 353,667 ", -   ," 353,667 ", -   , -   ," 22,500 ",1,Automático
52," 353,937 ", -   , -   , -   ," 353,937 "," 14,783 ",1,Automático
45," 354,504 ", -   ," 339,504 ", -   ," 339,504 ", -   ,1,Automático
23," 355,002 ", -   ," 340,002 ", -   ," 340,002 ", -   ,1,Automático
44," 355,680 ", -   , -   , -   , -   ," 12,500 ",1,Automático
52," 355,896 ", -   ," 355,896 ", -   ," 355,896 ", -   ,1,Automático
56," 356,242 ", -   ," 356,242 ", -   ," 356,242 "," 40,000 ",1,Automático
39," 356,658 ", -   , -   , -   ," 356,658 ", -   ,1,Automático
32," 357,181 ", -   , -   , -   , -   , -   ,1,Automático
40," 357,606 ", -   ," 357,606 ", -   ," 357,606 ", -   ,1,Automático
30," 357,630 ", -   ," 357,630 ", -   ," 357,630 "," 2,500 ",2,Automático
35," 357,840 ", -   ," 357,840 ", -   , -   ," 10,000 ",1,Automático
43," 359,295 ", -   ," 359,295 "," 359,295 "," 359,295 ", -   ,1,Automático
38," 359,540 ", -   ," 359,540 "," 359,540 "," 359,540 ", -   ,1,Automático
25," 359,942 ", -   ," 337,442 ", -   ," 337,442 ", -   ,1,Automático
33," 359,994 ", -   ," 359,994 ", -   , -   , -   ,1,Automático
28," 360,000 ", -   ," 360,000 ", -   ," 360,000 ", -   ,1,Automático
33," 360,000 ", -   ," 360,000 ", -   ," 360,000 ", -   ,2,Automático
33," 360,000 ", -   ," 360,000 "," 360,000 "," 360,000 ", -   ,1,Automático
35," 360,000 ", -   ," 360,000 ", -   ," 360,000 "," 20,000 ",1,Automático
36," 360,000 ", -   ," 360,000 ", -   ," 360,000 "," 27,500 ",1,Automático
39," 360,000 ", -   ," 360,000 "," 360,000 "," 360,000 ", -   ,2,Automático
40," 360,000 ", -   ," 360,000 ", -   ," 360,000 "," 2,500 ",2,Automático
41," 360,000 ", -   ," 360,000 ", -   , -   , -   ,1,Automático
41," 360,000 ", -   ," 360,000 ", -   , -   , -   ,1,Automático
43," 360,000 ", -   , -   ," 360,000 "," 360,000 ", -   ,1,Automático
47," 360,000 ", -   ," 360,000 ", -   ," 360,000 ", -   ,1,Automático
48," 360,000 ", -   ," 360,000 ", -   ," 360,000 ", -   ,1,Automático
52," 360,000 ", -   ," 360,000 ", -   ," 360,000 ", -   ,1,Automático
37," 360,000 ", -   , -   , -   ," 360,000 ", -   , 281 ,Retención
72," 360,000 ", -   , -   , -   ," 360,000 ", -   , 46 ,Retención
31," 360,999 ", -   ," 335,999 ", -   , -   , -   ,2,Automático
39," 361,392 ", -   ," 361,392 ", -   , -   ," 10,000 ",1,Automático
39," 361,904 ", -   , -   , -   ," 361,904 ", -   ,1,Automático
58," 361,927 ", -   ," 361,927 ", -   ," 361,927 ", -   ,1,Automático
31," 361,980 ", -   ," 361,980 ", -   , -   ," 10,000 ",1,Automático
40," 362,247 ", -   ," 362,247 ", -   ," 362,247 ", -   ,1,Automático
33," 362,265 ", -   ," 362,265 ", -   ," 362,265 "," 25,000 ",1,Automático
54," 362,414 ", -   , -   , -   ," 362,414 ", -   ,1,Automático
52," 363,063 ", -   ," 363,063 ", -   ," 363,063 ", -   ,1,Automático
63," 363,155 ", -   , -   , -   ," 363,155 ", -   , 1 ,Automático
33," 363,389 ", -   ," 353,389 ", -   ," 353,389 ", -   ,1,Automático
51," 363,667 ", -   , -   , -   ," 363,667 ", -   ,1,Automático
32," 364,071 ", -   ," 364,071 ", -   ," 364,071 "," 12,500 ",1,Automático
25," 364,656 ", -   , -   , -   ," 364,656 ", -   ,1,Automático
61," 364,919 ", -   , -   , -   ," 364,919 ", -   , 1 ,Automático
48," 364,972 ", -   ," 364,972 ", -   ," 364,972 "," 12,500 ",1,Automático
30," 365,165 ", -   ," 365,165 ", -   ," 365,165 "," 12,500 ",1,Automático
35," 365,357 ", -   , -   , -   , -   , -   ,3,Automático
24," 366,318 ", -   , -   , -   ," 366,318 ", -   ,1,Automático
44," 366,672 ", -   ," 366,672 "," 366,672 "," 366,672 "," 20,000 ",1,Automático
28," 367,412 ", -   ," 352,412 ", -   ," 352,412 ", -   ,1,Automático
35," 367,525 ", -   ," 367,525 ", -   , -   , -   ,2,Automático
40," 367,561 ", -   ," 367,561 ", -   ," 367,561 ", -   ,1,Automático
47," 367,998 ", -   ," 367,998 ", -   ," 367,998 "," 2,500 ",1,Automático
36," 368,300 ", -   ," 368,300 ", -   ," 368,300 "," 20,000 ",1,Automático
60," 369,023 ", -   , -   , -   ," 369,023 ", -   ,1,Automático
33," 369,061 ", -   ," 346,561 ", -   ," 346,561 ", -   ,1,Automático
32," 369,179 ", -   ," 354,179 ", -   ," 354,179 ", -   ,1,Automático
55," 369,575 ", -   ," 369,575 "," 369,575 "," 369,575 ", -   ,1,Automático
36," 369,636 ", -   ," 369,636 ", -   , -   ," 10,000 ",1,Automático
32," 370,025 ", -   ," 370,025 ", -   ," 370,025 ", -   ,1,Automático
37," 370,588 ", -   ," 370,588 ", -   ," 370,588 ", -   ,1,Automático
55," 373,395 ", -   , -   ," 746,790 "," 373,395 ", -   ,1,Automático
54," 373,533 ", -   , -   , -   ," 373,533 ", -   ,1,Automático
31," 373,882 ", -   , -   , -   ," 373,882 ", -   ,1,Automático
34," 374,508 ", -   ," 374,508 ", -   ," 374,508 "," 40,000 ",1,Automático
30," 374,850 ", -   ," 374,850 ", -   ," 374,850 ", -   ,1,Automático
33," 374,952 ", -   ," 374,952 ", -   , -   , -   ,1,Automático
22," 375,000 ", -   ," 375,000 ", -   ," 375,000 ", -   ,1,Automático
56," 375,000 ", -   ," 375,000 ", -   ," 375,000 ", -   ,1,Automático
64," 375,793 ", -   ," 375,793 "," 375,793 "," 375,793 ", -   , 1 ,Automático
52," 375,840 ", -   ," 375,840 ", -   ," 375,840 ", -   ,1,Automático
28," 377,163 ", -   ," 352,163 ", -   , -   , -   ,1,Automático
57," 377,740 ", -   ," 377,740 ", -   ," 377,740 ", -   ,1,Automático
55," 379,669 ", -   ," 379,669 "," 379,669 "," 379,669 ", -   ,1,Automático
36," 379,873 ", -   ," 379,873 ", -   ," 379,873 ", -   ,1,Automático
36," 379,968 ", -   ," 364,968 ", -   ," 364,968 ", -   ,1,Automático
30," 380,000 ", -   ," 370,000 ", -   ," 380,000 "," 60,000 ", 184 ,Retención
69," 380,000 ", -   ," 370,000 ", -   ," 380,000 "," 60,000 ", 3 ,Retención
75," 380,000 ", -   ," 370,000 ", -   ," 380,000 "," 60,000 ", 1 ,Retención
42," 381,720 ", -   ," 381,720 ", -   , -   , -   ,1,Automático
37," 381,991 ", -   ," 381,991 ", -   ," 381,991 ", -   ,1,Automático
23," 382,500 ", -   ," 382,500 ", -   , -   , -   ,1,Automático
29," 382,500 ", -   ," 382,500 ", -   , -   , -   ,1,Automático
37," 383,287 ", -   ," 373,287 ", -   ," 373,287 ", -   ,1,Automático
33," 384,000 ", -   , -   , -   ," 384,000 ", -   ,1,Automático
27," 384,009 "," 384,009 "," 384,009 ", -   ," 384,009 ", -   ,1,Automático
32," 384,600 ", -   ," 384,600 ", -   , -   ," 10,000 ",1,Automático
54," 385,594 ", -   ," 385,594 ", -   ," 385,594 "," 12,500 ",1,Automático
49," 385,950 ", -   ," 385,950 "," 385,950 "," 385,950 ", -   ,1,Automático
30," 386,736 ", -   ," 386,736 "," 386,736 "," 386,736 ", -   ,1,Automático
50," 386,945 ", -   ," 346,945 ", -   ," 346,945 ", -   ,1,Automático
39," 387,000 ", -   ," 387,000 ", -   ," 387,000 ", -   ,1,Automático
62," 387,059 ", -   , -   , -   ," 387,059 ", -   , 1 ,Automático
52," 388,205 ", -   , -   , -   , -   , -   ,2,Automático
61," 388,855 ", -   ," 388,855 ", -   ," 388,855 ", -   , 1 ,Automático
70," 389,339 ", -   , -   , -   ," 389,339 ", -   ,1,Automático
34," 389,529 ", -   , -   , -   , -   , -   ,3,Automático
41," 390,000 ", -   ," 390,000 "," 390,000 "," 390,000 ", -   ,1,Automático
54," 390,580 ", -   , -   , -   , -   ," 17,406 ",1,Automático
34," 390,618 ", -   ," 380,618 ", -   ," 380,618 ", -   ,1,Automático
42," 390,780 ", -   , -   , -   ," 390,780 ", -   ,2,Automático
32," 390,948 ", -   ," 390,948 ", -   , -   ," 10,000 ",1,Automático
36," 392,198 ", -   , -   , -   , -   ," 25,455 ",1,Automático
32," 392,610 ", -   ," 392,610 ", -   ," 392,610 ", -   ,1,Automático
57," 392,937 ", -   , -   , -   ," 392,937 ", -   ,1,Automático
31," 394,977 ", -   ," 394,977 ", -   ," 394,977 ", -   ,1,Automático
47," 395,647 ", -   ," 395,647 ", -   ," 395,647 "," 27,500 ",1,Automático
39," 396,000 ", -   ," 396,000 ", -   ," 396,000 ", -   ,1,Automático
28," 396,778 ", -   ," 396,778 "," 396,778 "," 396,778 "," 49,597 ",1,Facultativo
54," 396,778 ", -   ," 396,778 "," 396,778 "," 396,778 "," 49,597 ",1,Facultativo
43," 397,235 ", -   , -   , -   ," 397,235 ", -   ,1,Automático
64," 397,235 ", -   , -   , -   ," 397,235 ", -   , 1 ,Automático
49," 398,805 ", -   ," 398,805 ", -   ," 398,805 ", -   ,1,Automático
36," 399,600 ", -   ," 399,600 "," 399,600 "," 399,600 ", -   ,1,Automático
26," 400,000 ", -   ," 100,000 ", -   ," 250,000 ", -   ,1,Automático
27," 400,000 ", -   ," 400,000 ", -   ," 400,000 "," 2,500 ",3,Automático
33," 400,000 ", -   ," 400,000 ", -   ," 400,000 ", -   ,8,Automático
35," 400,000 ", -   ," 100,000 ", -   ," 250,000 ", -   ,1,Automático
36," 400,000 ", -   ," 400,000 ", -   ," 400,000 "," 2,500 ",3,Automático
41," 400,000 ", -   ," 400,000 ", -   ," 400,000 "," 2,500 ",3,Automático
44," 400,000 ", -   ," 100,000 ", -   ," 250,000 ", -   ,4,Automático
46," 400,000 ", -   ," 400,000 ", -   ," 400,000 "," 2,500 ",3,Automático
48," 400,000 ", -   ," 400,000 ", -   ," 400,000 "," 2,500 ",1,Automático
54," 400,000 ", -   ," 100,000 ", -   ," 250,000 ", -   ,2,Automático
20," 400,000 ", -   ," 400,000 ", -   ," 213,923 "," 65,000 ", 1 ,Retención
32," 400,000 ", -   ," 400,000 ", -   ," 237,796 "," 65,000 ", 1 ,Retención
32," 400,000 ", -   ," 400,000 ", -   ," 300,000 "," 65,000 ", 1 ,Retención
39," 400,000 ", -   ," 400,000 ", -   ," 293,486 "," 65,000 ", 3 ,Retención
49," 400,000 ", -   ," 400,000 ", -   ," 244,640 "," 65,000 ", 5 ,Retención
50," 400,000 ", -   ," 400,000 ", -   ," 213,923 "," 65,000 ", 7 ,Retención
63," 400,000 ", -   ," 400,000 ", -   ," 221,529 "," 65,000 ", 1 ,Retención
64," 400,000 ", -   ," 400,000 ", -   ," 166,460 "," 65,000 ", 1 ,Retención
64," 400,000 ", -   ," 400,000 ", -   ," 221,529 "," 65,000 ", 1 ,Retención
36," 400,002 ", -   ," 400,002 ", -   ," 400,002 "," 2,500 ",1,Automático
50," 400,395 ", -   , -   ," 390,395 "," 390,395 ", -   ,1,Automático
30," 401,124 ", -   ," 386,124 ", -   ," 386,124 ", -   ,1,Automático
55," 403,352 ", -   ," 403,352 "," 403,352 "," 403,352 ", -   ,1,Automático
58," 404,504 ", -   ," 389,504 ", -   ," 389,504 ", -   ,1,Automático
52," 405,000 ", -   ," 405,000 "," 405,000 "," 405,000 ", -   ,1,Automático
53," 405,000 ", -   ," 405,000 "," 405,000 "," 405,000 ", -   ,1,Automático
28," 405,890 ", -   ," 390,890 ", -   ," 390,890 ", -   ,1,Automático
50," 406,800 ", -   ," 406,800 "," 406,800 "," 406,800 ", -   ,1,Automático
31," 407,827 ", -   ," 367,827 ", -   ," 367,827 ", -   ,1,Automático
45," 408,137 ", -   ," 385,637 ", -   ," 385,637 ", -   ,2,Automático
34," 408,312 ", -   ," 408,312 "," 408,312 "," 408,312 ", -   ,1,Automático
27," 408,462 ", -   ," 408,462 ", -   ," 408,462 ", -   ,1,Automático
41," 408,998 ", -   ," 383,998 ", -   , -   , -   ,1,Automático
50," 411,603 ", -   ," 411,603 ", -   , -   , -   ,1,Automático
34," 411,923 ", -   ," 411,923 ", -   ," 411,923 ", -   ,1,Automático
29," 413,016 ", -   ," 413,016 "," 413,016 "," 413,016 "," 41,302 ",1,Facultativo
39," 413,016 ", -   ," 413,016 "," 413,016 "," 413,016 "," 41,302 ",2,Facultativo
30," 413,508 ", -   ," 413,508 ", -   , -   ," 10,000 ",1,Automático
39," 413,702 ", -   , -   , -   , -   , -   ,4,Automático
57," 414,225 ", -   ," 414,225 ", -   ," 414,225 ", -   ,1,Automático
33," 414,720 ", -   ," 414,720 ", -   ," 414,720 ", -   ,1,Automático
50," 414,720 ", -   ," 414,720 ", -   ," 414,720 ", -   ,1,Automático
25," 417,310 ", -   ," 417,310 ", -   ," 417,310 "," 50,000 ",1,Automático
46," 418,192 ", -   ," 408,192 ", -   ," 408,192 ", -   ,1,Automático
53," 418,215 ", -   , -   , -   ," 418,215 ", -   ,1,Automático
54," 418,600 ", -   , -   , -   ," 418,600 ", -   ,1,Automático
56," 418,849 ", -   ," 418,849 ", -   ," 418,849 ", -   ,1,Automático
25," 419,136 ", -   ," 404,136 ", -   ," 404,136 ", -   ,1,Automático
33," 419,998 ", -   ," 419,998 ", -   ," 419,998 "," 15,000 ",1,Automático
39," 420,000 ", -   ," 420,000 ", -   , -   , -   ,1,Automático
50," 420,000 ", -   ," 420,000 ", -   ," 420,000 "," 40,000 ",1,Automático
55," 420,000 ", -   ," 420,000 ", -   ," 420,000 "," 40,000 ",1,Automático
32," 420,001 ", -   ," 420,001 ", -   ," 420,001 "," 25,000 ",2,Automático
42," 421,000 ", -   ," 396,000 "," 396,000 "," 396,000 ", -   ,1,Automático
30," 421,200 ", -   ," 421,200 ", -   , -   , -   ,1,Automático
48," 421,200 ", -   ," 421,200 "," 421,200 "," 421,200 ", -   ,1,Automático
39," 421,673 ", -   ," 421,673 ", -   ," 421,673 ", -   ,1,Automático
35," 421,704 ", -   ," 421,704 ", -   , -   ," 10,000 ",1,Automático
36," 421,716 ", -   ," 421,716 "," 421,716 "," 421,716 ", -   ,1,Automático
37," 421,875 ", -   ," 421,875 "," 421,875 "," 421,875 ", -   ,1,Automático
26," 421,964 ", -   ," 421,964 ", -   ," 421,964 ", -   ,1,Automático
45," 424,048 ", -   , -   ," 414,048 "," 414,048 ", -   ,1,Automático
49," 424,350 ", -   ," 424,350 ", -   ," 424,350 ", -   ,1,Automático
44," 425,036 ", -   ," 425,036 ", -   ," 425,036 "," 50,000 ",1,Automático
30," 425,843 ", -   ," 425,843 ", -   ," 425,843 ", -   ,1,Automático
51," 426,000 ", -   ," 426,000 "," 426,000 "," 426,000 ", -   ,1,Automático
38," 426,696 ", -   ," 426,696 ", -   ," 426,696 ", -   ,1,Automático
39," 427,716 ", -   ," 427,716 "," 427,716 "," 427,716 ", -   ,1,Automático
43," 429,466 ", -   ," 429,466 ", -   ," 429,466 ", -   ,1,Automático
51," 430,320 ", -   , -   , -   , -   ," 12,500 ",1,Automático
40," 431,389 ", -   ," 431,389 ", -   ," 431,389 "," 12,500 ",1,Automático
37," 431,554 ", -   ," 431,554 "," 431,554 "," 431,554 ", -   ,1,Automático
68," 431,873 ", -   , -   , -   , -   , -   ,1,Automático
67," 431,873 ", -   , -   , -   , -   ," 431,873 ", 1 ,Retención
40," 431,949 ", -   , -   , -   ," 431,949 ", -   ,1,Automático
30," 432,000 ", -   ," 432,000 ", -   , -   , -   ,1,Automático
42," 432,199 ", -   ," 432,199 "," 432,199 "," 432,199 ", -   ,1,Automático
57," 432,600 ", -   ," 432,600 ", -   ," 432,600 ", -   ,1,Automático
42," 433,596 ", -   ," 433,596 ", -   , -   ," 5,000 ",3,Automático
26," 435,120 ", -   ," 420,120 ", -   ," 420,120 ", -   ,1,Automático
34," 435,472 ", -   , -   , -   ," 435,472 ", -   ,1,Automático
57," 435,472 ", -   , -   , -   ," 435,472 ", -   ,3,Automático
43," 437,448 ", -   ," 437,448 ", -   , -   ," 10,000 ",1,Automático
49," 440,625 ", -   , -   , -   ," 440,625 ", -   ,1,Automático
33," 442,004 ", -   , -   , -   ," 442,004 ", -   ,1,Automático
38," 443,232 ", -   ," 443,232 ", -   ," 443,232 ", -   ,1,Automático
45," 444,001 ", -   ," 444,001 ", -   ," 444,001 ", -   ,1,Automático
44," 445,020 ", -   ," 445,020 ", -   ," 445,020 ", -   ,1,Automático
50," 445,998 ", -   ," 445,998 ", -   ," 445,998 "," 2,500 ",1,Automático
34," 447,600 ", -   ," 447,600 ", -   ," 447,600 ", -   ,1,Automático
55," 447,840 ", -   , -   , -   , -   ," 12,500 ",1,Automático
52," 448,106 ", -   ," 448,106 ", -   ," 448,106 "," 25,000 ",1,Automático
47," 448,118 ", -   ," 448,118 ", -   ," 448,118 ", -   ,1,Automático
41," 448,988 ", -   ," 448,988 ", -   ," 448,988 ", -   ,1,Automático
54," 449,519 ", -   , -   ," 439,519 "," 439,519 ", -   ,1,Automático
39," 449,876 ", -   , -   , -   ," 449,876 ", -   ,1,Automático
40," 450,000 ", -   ," 450,000 ", -   ," 450,000 ", -   ,1,Automático
48," 450,000 ", -   ," 450,000 "," 450,000 "," 450,000 ", -   ,1,Automático
52," 450,000 ", -   ," 450,000 "," 450,000 "," 450,000 "," 15,000 ",1,Automático
58," 450,000 ", -   , -   , -   , -   , -   , 31 ,Retención
48," 450,828 ", -   ," 450,828 ", -   ," 450,828 ", -   ,1,Automático
36," 452,162 ", -   ," 442,162 ", -   ," 442,162 ", -   ,1,Automático
34," 452,760 ", -   ," 437,760 ", -   ," 437,760 ", -   ,1,Automático
35," 453,599 ", -   , -   , -   ," 453,599 "," 50,000 ",1,Automático
37," 454,800 ", -   ," 454,800 "," 454,800 "," 454,800 ", -   ,1,Automático
41," 456,000 ", -   ," 456,000 "," 456,000 "," 456,000 ", -   ,2,Automático
30," 456,001 ", -   ," 456,001 ", -   ," 456,001 "," 25,000 ",1,Automático
27," 456,489 ", -   ," 456,489 ", -   ," 456,489 ", -   ,1,Automático
39," 457,296 ", -   , -   , -   ," 457,296 ", -   ,1,Automático
27," 457,920 ", -   ," 457,920 ", -   ," 457,920 "," 15,000 ",1,Automático
35," 459,144 ", -   ," 444,144 ", -   ," 444,144 ", -   ,1,Automático
32," 460,654 ", -   , -   , -   ," 460,654 ", -   ,1,Automático
34," 461,170 ", -   , -   , -   ," 461,170 ", -   ,1,Automático
36," 462,000 ", -   ," 447,000 ", -   ," 447,000 ", -   ,1,Automático
41," 464,206 ", -   ," 464,206 "," 464,206 "," 464,206 ", -   ,1,Automático
52," 466,989 ", -   , -   , -   ," 466,989 ", -   ,1,Automático
28," 467,568 ", -   ," 467,568 ", -   , -   , -   ,1,Automático
33," 468,000 ", -   ," 468,000 ", -   ," 468,000 "," 25,000 ",1,Automático
42," 468,000 ", -   ," 468,000 "," 468,000 "," 468,000 ", -   ,1,Automático
38," 469,028 "," 469,028 "," 469,028 ", -   ," 469,028 ", -   ,1,Automático
56," 469,823 ", -   ," 469,823 ", -   ," 469,823 ", -   ,1,Automático
42," 470,246 ", -   ," 455,246 ", -   , -   , -   ,1,Automático
55," 470,283 ", -   ," 470,283 ", -   ," 470,283 ", -   ,1,Automático
27," 470,670 ", -   ," 455,670 ", -   ," 455,670 ", -   ,1,Automático
58," 474,399 ", -   , -   , -   , -   , -   ,1,Automático
35," 474,688 ", -   , -   , -   ," 474,688 "," 17,230 ",1,Automático
48," 474,919 ", -   , -   , -   , -   , -   ,1,Automático
49," 475,000 ", -   , -   , -   , -   , -   ,3,Automático
42," 475,460 ", -   , -   , -   ," 475,460 ", -   ,1,Automático
33," 477,361 ", -   , -   , -   ," 477,361 ", -   ,1,Automático
39," 478,048 ", -   ," 478,048 ", -   ," 478,048 ", -   ,1,Automático
43," 479,625 "," 479,625 "," 479,625 ", -   ," 479,625 ", -   ,1,Automático
49," 479,892 ", -   , -   , -   ," 479,892 ", -   ,1,Automático
48," 479,999 ", -   ," 479,999 ", -   , -   , -   ,1,Automático
45," 480,000 ", -   ," 480,000 "," 480,000 "," 480,000 ", -   ,1,Automático
55," 480,726 ", -   ," 480,726 ", -   ," 480,726 "," 6,000 ",1,Facultativo
48," 485,391 ", -   ," 472,891 ", -   , -   , -   ,1,Automático
36," 486,311 ", -   ," 486,311 ", -   ," 486,311 ", -   ,1,Automático
62," 486,394 ", -   , -   , -   ," 486,394 ", -   , 1 ,Automático
41," 487,959 ", -   ," 487,959 ", -   ," 487,959 "," 40,000 ",1,Automático
36," 489,362 ", -   ," 474,362 ", -   , -   , -   ,1,Automático
29," 490,307 ", -   , -   , -   ," 343,215 ", -   ,1,Automático
54," 491,586 ", -   ," 491,586 ", -   , -   , -   ,1,Automático
70," 492,480 ", -   ," 492,480 ", -   , -   , -   ,1,Automático
24," 500,000 ", -   ," 500,000 ", -   ," 500,000 ", -   ,1,Automático
25," 500,000 ", -   , -   , -   , -   , -   ,3,Automático
25," 500,000 ", -   ," 500,000 ", -   , -   ," 40,000 ",4,Automático
26," 500,000 ", -   ," 500,000 ", -   , -   , -   ,1,Automático
26," 500,000 ", -   ," 500,000 ", -   ," 500,000 ", -   ,9,Automático
26," 500,000 ", -   ," 500,000 ", -   ," 500,000 "," 50,000 ",1,Automático
27," 500,000 ", -   ," 500,000 ", -   ," 500,000 "," 500,000 ",2,Automático
28," 500,000 ", -   , -   , -   ," 500,000 ", -   ,5,Automático
28," 500,000 ", -   ," 500,000 ", -   ," 500,000 "," 2,500 ",1,Automático
30," 500,000 ", -   ," 500,000 ", -   , -   , -   ,3,Automático
31," 500,000 ", -   ," 500,000 ", -   , -   , -   ,2,Automático
32," 500,000 ", -   ," 500,000 ", -   ," 500,000 ", -   ,2,Automático
32," 500,000 ", -   ," 500,000 ", -   ," 500,000 ", -   ,2,Automático
35," 500,000 ", -   ," 500,000 ", -   ," 500,000 "," 15,000 ",2,Automático
36," 500,000 ", -   , -   , -   , -   , -   ,2,Automático
36," 500,000 ", -   ," 500,000 ", -   ," 500,000 ", -   ,3,Automático
37," 500,000 ", -   ," 500,000 ", -   ," 500,000 ", -   ,5,Automático
37," 500,000 ", -   ," 500,000 ", -   ," 500,000 "," 2,500 ",2,Automático
41," 500,000 ", -   ," 500,000 ", -   , -   , -   ,2,Automático
42," 500,000 ", -   ," 500,000 ", -   ," 500,000 ", -   ,1,Automático
48," 500,000 ", -   ," 500,000 ", -   , -   , -   ,2,Automático
48," 500,000 ", -   ," 500,000 ", -   , -   ," 40,000 ",4,Automático
50," 500,000 ", -   ," 500,000 ", -   , -   , -   ,1,Automático
50," 500,000 ", -   ," 500,000 ", -   ," 500,000 ", -   ,13,Automático
53," 500,000 ", -   , -   , -   , -   , -   ,2,Automático
54," 500,000 ", -   , -   ," 500,000 "," 500,000 ", -   ,1,Automático
55," 500,000 ", -   ," 500,000 ", -   ," 500,000 "," 15,000 ",1,Automático
56," 500,000 ", -   ," 500,000 ", -   , -   , -   ,1,Automático
57," 500,000 ", -   ," 500,000 ", -   , -   ," 40,000 ",2,Automático
58," 500,000 ", -   ," 500,000 ", -   , -   ," 40,000 ",3,Automático
59," 500,000 ", -   ," 500,000 "," 500,000 "," 500,000 "," 10,000 ",1,Automático
61," 500,000 ", -   ," 500,000 ", -   , -   , -   , 1 ,Automático
65," 500,000 ", -   , -   , -   , -   , -   , 1 ,Automático
68," 500,000 ", -   ," 500,000 ", -   , -   ," 8,000 ",1,Automático
69," 500,000 ", -   ," 250,000 ", -   , -   , -   ,1,Automático
49," 500,000 ", -   , -   , -   ," 500,000 ", -   , 85 ,Retención
50," 500,000 ", -   , -   , -   ," 500,000 ", -   , 77 ,Retención
61," 500,000 ", -   , -   , -   , -   , -   , 1 ,Retención
49," 500,001 ", -   ," 480,001 ", -   ," 480,001 ", -   ,2,Automático
56," 500,196 ", -   , -   , -   ," 500,196 ", -   ,1,Automático
45," 502,189 ", -   ," 502,189 ", -   ," 502,189 ", -   ,1,Automático
72," 505,066 ", -   , -   , -   , -   , -   ,1,Automático
40," 505,800 "," 505,800 "," 505,800 ", -   ," 505,800 ", -   ,1,Automático
42," 506,655 ", -   , -   , -   ," 506,655 "," 11,645 ",1,Automático
40," 508,578 ", -   , -   , -   , -   ," 40,388 ",1,Automático
58," 509,268 ", -   , -   , -   ," 509,268 ", -   ,1,Automático
42," 510,791 ", -   ," 510,791 ", -   , -   , -   ,1,Automático
